1,2.78E-05
2,2.14E-05
3,1.78E-05
4,1.74E-05
5,1.67E-05
6,1.58E-05
7,1.55E-05
8,2.84E-05
9,2.72E-05
10,2.68E-05
11,2.81E-05
12,2.78E-05
13,2.67E-05
14,0.000167719
15,0.000156712
16,0.000146959
17,0.000138339
18,0.000130666
19,0.000123794
20,0.000142337
21,0.000136076
22,0.000129904
23,0.000124258
24,0.000119102
25,0.000114455
26,0.000118266
27,0.000114204
28,0.000110451
29,0.000106886
30,0.000103577
31,0.000100328
32,0.000106466
33,0.000103283
34,0.000100257
35,9.75E-05
36,9.48E-05
37,9.23E-05
38,8.99E-05
39,8.79E-05
40,8.75E-05
41,8.68E-05
42,8.49E-05
43,8.29E-05
44,0.000172345
45,0.000168902
46,0.000165717
47,0.000162552
48,0.000159293
49,0.000156288
50,0.000208108
51,0.000204158
52,0.000200294
53,0.000196608
54,0.000193011
55,0.000189576
56,0.000187697
57,0.000184419
58,0.000181323
59,0.000178271
60,0.000175362
61,0.000172537
62,0.00017442
63,0.000171895
64,0.00016949
65,0.00016702
66,0.000164862
67,0.000162778
68,0.000173582
69,0.000171762
70,0.000169889
71,0.000168011
72,0.000166312
73,0.00016466
74,0.000199305
75,0.000196649
76,0.000194072
77,0.000191553
78,0.000189102
79,0.000186709
80,0.000184691
81,0.000182411
82,0.000180187
83,0.000178024
84,0.000175951
85,0.000174001
86,0.000211796
87,0.000209388
88,0.000207036
89,0.000204786
90,0.000202571
91,0.00020036
92,0.000199249
93,0.000197115
94,0.000195019
95,0.000193076
96,0.000191191
97,0.000189353
98,0.000230105
99,0.000227781
100,0.000225505
101,0.000223273
102,0.000221099
103,0.000218962
104,0.000216941
105,0.000214944
106,0.000213058
107,0.000211166
108,0.000209281
109,0.000207617
110,0.000210297
111,0.000208705
112,0.000206969
113,0.000205142
114,0.000203344
115,0.000201576
116,0.000211256
117,0.000209564
118,0.000207889
119,0.000206164
120,0.000204474
121,0.000202832
122,0.000218421
123,0.00021713
124,0.000215947
125,0.000214597
126,0.00021338
127,0.000212278
128,0.000210626
129,0.000209297
130,0.000207891
131,0.000206448
132,0.00020505
133,0.000203668
134,0.000203185
135,0.000201924
136,0.000200765
137,0.000199563
138,0.000198511
139,0.000197546
140,0.000196725
141,0.000195509
142,0.000194468
143,0.000193466
144,0.000192404
145,0.000191468
146,0.000191278
147,0.000190477
148,0.000189678
149,0.000188808
150,0.000187998
151,0.000187256
152,0.000186104
153,0.000185427
154,0.000184689
155,0.000183877
156,0.000183139
157,0.000182443
158,0.000184041
159,0.000183406
160,0.000182709
161,0.000181978
162,0.000181237
163,0.000180531
164,0.000181135
165,0.000180663
166,0.000180111
167,0.000179539
168,0.000178985
169,0.000178418
170,0.000177968
171,0.000177442
172,0.000177036
173,0.000176571
174,0.00017612
175,0.000175606
176,0.000175993
177,0.000175709
178,0.000175437
179,0.000175132
180,0.000174885
181,0.000174569
182,0.000175076
183,0.000174861
184,0.000174806
185,0.000174716
186,0.000174746
187,0.000175009
188,0.000174079
189,0.00017417
190,0.000174263
191,0.000174118
192,0.000173818
193,0.000173499
194,0.000173564
195,0.000173259
196,0.000173003
197,0.000172688
198,0.000172312
199,0.000171912
200,0.000172015
201,0.0001716
202,0.000171368
203,0.000170999
204,0.000170644
205,0.000170334
206,0.000169807
207,0.000169403
208,0.000169004
209,0.000168549
210,0.00016817
211,0.000167782
212,0.00019417
213,0.000193291
214,0.000192493
215,0.000191688
216,0.00019086
217,0.000190028
218,0.000190879
219,0.000190075
220,0.000189258
221,0.000188437
222,0.00018761
223,0.000186793
224,0.000196946
225,0.000196297
226,0.000195687
227,0.000195005
228,0.000194314
229,0.000193602
230,0.000193615
231,0.000192825
232,0.00019202
233,0.000191217
234,0.000190419
235,0.000189628
236,0.000190795
237,0.00018999
238,0.000189192
239,0.000188401
240,0.000187617
241,0.000186839
242,0.000230237
243,0.00022938
244,0.000228489
245,0.000227668
246,0.000226829
247,0.000226026
248,0.000225344
249,0.000224492
250,0.000223639
251,0.000222822
252,0.000221971
253,0.000221146
254,0.000220275
255,0.000219474
256,0.000218653
257,0.000217926
258,0.000217252
259,0.000216499
260,0.000222799
261,0.000221953
262,0.000221107
263,0.00022028
264,0.000219558
265,0.000218812
266,0.000254275
267,0.000253452
268,0.000252534
269,0.000251665
270,0.00025083
271,0.000249966
272,0.000349305
273,0.000348174
274,0.000347065
275,0.000345914
276,0.000344789
277,0.000343685
278,0.000343218
279,0.000342148
280,0.000341075
281,0.00034001
282,0.000338994
283,0.00033805
284,0.000336946
285,0.000335857
286,0.000334818
287,0.000333887
288,0.000333086
289,0.000332344
290,0.000340583
291,0.00033943
292,0.000338276
293,0.000337144
294,0.000336097
295,0.000335158
296,0.000343321
297,0.000342169
298,0.000341032
299,0.000339916
300,0.000338806
301,0.000337689
302,0.000389276
303,0.000388149
304,0.000387073
305,0.000385943
306,0.000384877
307,0.000383824
308,0.000382618
309,0.000381472
310,0.000380338
311,0.000379171
312,0.000378008
313,0.000376849
314,0.00037583
315,0.000374756
316,0.000373692
317,0.000372603
318,0.000371503
319,0.000370419
320,0.00036937
321,0.000368308
322,0.00036728
323,0.000366225
324,0.000365164
325,0.00036411
326,0.000363633
327,0.000362671
328,0.000361729
329,0.00036076
330,0.000359773
331,0.000358787
332,0.000358177
333,0.000357288
334,0.000356442
335,0.000355699
336,0.000355245
337,0.000354852
338,0.000354147
339,0.000353358
340,0.000352643
341,0.00035192
342,0.000351133
343,0.0003503
344,0.000349627
345,0.000348723
346,0.000348012
347,0.000347279
348,0.000346393
349,0.00034554
350,0.000345041
351,0.00034427
352,0.000343453
353,0.0003426
354,0.00034179
355,0.000340957
356,0.000341911
357,0.000341215
358,0.000340498
359,0.000339751
360,0.000338977
361,0.0003382
362,0.000337282
363,0.000336491
364,0.000335744
365,0.000334957
366,0.000334192
367,0.000333434
368,0.000332622
369,0.000331835
370,0.0003311
371,0.000330328
372,0.000329539
373,0.000328768
374,0.000328413
375,0.000327686
376,0.000326972
377,0.00032621
378,0.000325439
379,0.000324668
380,0.000323904
381,0.00032317
382,0.000322533
383,0.000321927
384,0.000321339
385,0.000320739
386,0.000328273
387,0.000327449
388,0.000326633
389,0.000325813
390,0.000324981
391,0.000324152
392,0.000325124
393,0.00032431
394,0.000323518
395,0.000322703
396,0.000321892
397,0.000321084
398,0.000324578
399,0.000323851
400,0.000323145
401,0.000322453
402,0.000321786
403,0.0003211
404,0.000321656
405,0.000320912
406,0.00032018
407,0.000319406
408,0.000318637
409,0.0003179
410,0.00031713
411,0.000316378
412,0.000315658
413,0.000314928
414,0.000314212
415,0.000313514
416,0.000313209
417,0.000312502
418,0.00031185
419,0.000311279
420,0.000310712
421,0.000310083
422,0.000343978
423,0.000343179
424,0.000342394
425,0.000341632
426,0.000340841
427,0.000340048
428,0.000389799
429,0.000388992
430,0.000388153
431,0.000387301
432,0.000386471
433,0.000385666
434,0.000386458
435,0.000385589
436,0.00038471
437,0.00038383
438,0.000382953
439,0.000382081
440,0.000384702
441,0.000383873
442,0.000383064
443,0.000382246
444,0.000381424
445,0.000380618
446,0.000379788
447,0.000378988
448,0.00037824
449,0.00037752
450,0.000376785
451,0.000376076
452,0.000377912
453,0.000377139
454,0.000376342
455,0.000375599
456,0.000374796
457,0.000373984
458,0.000373168
459,0.000372355
460,0.000371546
461,0.000370742
462,0.00036994
463,0.000369141
464,0.000372189
465,0.000371404
466,0.000370623
467,0.000369834
468,0.000369048
469,0.000368265
470,0.000368534
471,0.000367834
472,0.000367135
473,0.000366408
474,0.000365689
475,0.000364948
476,0.000364758
477,0.00036408
478,0.000363409
479,0.000362727
480,0.000362077
481,0.000361436
482,0.000360781
483,0.000360097
484,0.000359436
485,0.000358768
486,0.000358115
487,0.000357494
488,0.000356779
489,0.000356113
490,0.000355453
491,0.000354821
492,0.000354207
493,0.000353585
494,0.000353097
495,0.000352503
496,0.000351923
497,0.000351338
498,0.000350806
499,0.000350267
500,0.000349829
501,0.000349262
502,0.000348644
503,0.000348019
504,0.000347414
505,0.000346808
